x, y, z, t
0.031250, 1.000000, 0.000000, 0.656250
0.000000, 1.000000, 0.000000, 0.656250
0.000000, 0.968750, 0.000000, 0.656250
0.031250, 1.000000, 0.000000, 0.656250
0.031250, 1.000000, 0.000000, 0.656250
0.000000, 0.968750, 0.000000, 0.656250
0.041667, 0.979167, 0.005195, 0.656250
0.031250, 1.000000, 0.000000, 0.656250
0.020833, 0.895833, 0.013675, 0.656250
0.023437, 0.929687, 0.010578, 0.656250
0.000000, 0.906250, 0.000000, 0.656250
0.020833, 0.895833, 0.013675, 0.656250
0.097656, 0.929687, 0.043556, 0.656250
0.083333, 0.958333, 0.022202, 0.656250
0.062500, 0.937500, 0.024807, 0.656250
0.097656, 0.929687, 0.043556, 0.656250
0.041667, 0.979167, 0.005195, 0.656250
0.000000, 0.968750, 0.000000, 0.656250
0.031250, 0.953125, 0.009252, 0.656250
0.041667, 0.979167, 0.005195, 0.656250
0.031250, 1.000000, 0.000000, 0.656250
0.041667, 0.979167, 0.005195, 0.656250
0.062500, 1.000000, 0.000000, 0.656250
0.031250, 1.000000, 0.000000, 0.656250
0.000000, 0.968750, 0.000000, 0.656250
0.000000, 0.937500, 0.000000, 0.656250
0.031250, 0.953125, 0.009252, 0.656250
0.000000, 0.968750, 0.000000, 0.656250
0.020833, 0.895833, 0.013675, 0.656250
0.000000, 0.906250, 0.000000, 0.656250
0.000000, 0.875000, 0.000000, 0.656250
0.020833, 0.895833, 0.013675, 0.656250
0.039062, 0.859375, 0.034411, 0.656250
0.020833, 0.895833, 0.013675, 0.656250
0.000000, 0.875000, 0.000000, 0.656250
0.039062, 0.859375, 0.034411, 0.656250
0.041667, 0.916667, 0.022058, 0.656250
0.023437, 0.929687, 0.010578, 0.656250
0.020833, 0.895833, 0.013675, 0.656250
0.041667, 0.916667, 0.022058, 0.656250
0.078125, 0.906250, 0.046478, 0.656250
0.041667, 0.916667, 0.022058, 0.656250
0.058594, 0.882812, 0.043182, 0.656250
0.078125, 0.906250, 0.046478, 0.656250
0.062500, 0.937500, 0.024807, 0.656250
0.031250, 0.953125, 0.009252, 0.656250
0.041667, 0.916667, 0.022058, 0.656250
0.062500, 0.937500, 0.024807, 0.656250
0.070312, 0.976562, 0.010891, 0.656250
0.104167, 0.979167, 0.013762, 0.656250
0.093750, 1.000000, 0.000000, 0.656250
0.070312, 0.976562, 0.010891, 0.656250
0.031250, 0.953125, 0.009252, 0.656250
0.062500, 0.937500, 0.024807, 0.656250
0.041667, 0.979167, 0.005195, 0.656250
0.031250, 0.953125, 0.009252, 0.656250
0.097656, 0.929687, 0.043556, 0.656250
0.111607, 0.955357, 0.031580, 0.656250
0.083333, 0.958333, 0.022202, 0.656250
0.097656, 0.929687, 0.043556, 0.656250
0.070312, 0.976562, 0.010891, 0.656250
0.083333, 0.958333, 0.022202, 0.656250
0.104167, 0.979167, 0.013762, 0.656250
0.070312, 0.976562, 0.010891, 0.656250
0.041667, 0.979167, 0.005195, 0.656250
0.070312, 0.976562, 0.010891, 0.656250
0.062500, 1.000000, 0.000000, 0.656250
0.041667, 0.979167, 0.005195, 0.656250
0.041667, 0.979167, 0.005195, 0.656250
0.062500, 0.937500, 0.024807, 0.656250
0.070312, 0.976562, 0.010891, 0.656250
0.041667, 0.979167, 0.005195, 0.656250
0.020833, 0.895833, 0.013675, 0.656250
0.058594, 0.882812, 0.043182, 0.656250
0.041667, 0.916667, 0.022058, 0.656250
0.020833, 0.895833, 0.013675, 0.656250
0.236328, 0.892578, 0.147631, 0.656250
0.242647, 0.867647, 0.183749, 0.656250
0.270833, 0.887153, 0.172079, 0.656250
0.236328, 0.892578, 0.147631, 0.656250
0.223214, 0.910714, 0.117848, 0.656250
0.236328, 0.892578, 0.147631, 0.656250
0.257812, 0.906250, 0.138655, 0.656250
0.223214, 0.910714, 0.117848, 0.656250
0.223214, 0.910714, 0.117848, 0.656250
0.200893, 0.888393, 0.133464, 0.656250
0.236328, 0.892578, 0.147631, 0.656250
0.223214, 0.910714, 0.117848, 0.656250
0.208333, 0.953125, 0.058684, 0.656250
0.187500, 0.929687, 0.080051, 0.656250
0.223214, 0.910714, 0.117848, 0.656250
0.208333, 0.953125, 0.058684, 0.656250
0.218750, 1.000000, 0.000000, 0.656250
0.196875, 0.978125, 0.026124, 0.656250
0.229167, 0.976562, 0.031681, 0.656250
0.218750, 1.000000, 0.000000, 0.656250
0.178571, 0.866071, 0.143271, 0.656250
0.156250, 0.843750, 0.146517, 0.656250
0.171875, 0.828125, 0.174237, 0.656250
0.178571, 0.866071, 0.143271, 0.656250
0.223214, 0.910714, 0.117848, 0.656250
0.187500, 0.929687, 0.080051, 0.656250
0.200893, 0.888393, 0.133464, 0.656250
0.223214, 0.910714, 0.117848, 0.656250
0.214844, 0.859375, 0.176112, 0.656250
0.236328, 0.892578, 0.147631, 0.656250
0.200893, 0.888393, 0.133464, 0.656250
0.214844, 0.859375, 0.176112, 0.656250
0.257812, 0.906250, 0.138655, 0.656250
0.279297, 0.929687, 0.111148, 0.656250
0.245536, 0.933036, 0.096064, 0.656250
0.257812, 0.906250, 0.138655, 0.656250
0.151442, 0.870192, 0.119770, 0.656250
0.125000, 0.859375, 0.107846, 0.656250
0.156250, 0.843750, 0.146517, 0.656250
0.151442, 0.870192, 0.119770, 0.656250
0.173077, 0.891827, 0.113874, 0.656250
0.151442, 0.870192, 0.119770, 0.656250
0.178571, 0.866071, 0.143271, 0.656250
0.173077, 0.891827, 0.113874, 0.656250
0.136364, 0.900568, 0.084083, 0.656250
0.113636, 0.880682, 0.084278, 0.656250
0.151442, 0.870192, 0.119770, 0.656250
0.136364, 0.900568, 0.084083, 0.656250
0.225694, 0.819444, 0.230643, 0.656250
0.240625, 0.803125, 0.262142, 0.656250
0.262500, 0.825000, 0.252977, 0.656250
0.225694, 0.819444, 0.230643, 0.656250
0.193359, 0.835937, 0.185391, 0.656250
0.225694, 0.819444, 0.230643, 0.656250
0.214844, 0.859375, 0.176112, 0.656250
0.193359, 0.835937, 0.185391, 0.656250
0.193359, 0.835937, 0.185391, 0.656250
0.203125, 0.796875, 0.233904, 0.656250
0.225694, 0.819444, 0.230643, 0.656250
0.193359, 0.835937, 0.185391, 0.656250
0.045455, 0.821023, 0.049894, 0.656250
0.023437, 0.835937, 0.023725, 0.656250
0.021875, 0.803125, 0.026158, 0.656250
0.045455, 0.821023, 0.049894, 0.656250
0.045455, 0.795455, 0.056204, 0.656250
0.043269, 0.762019, 0.060620, 0.656250
0.064904, 0.783654, 0.083862, 0.656250
0.045455, 0.795455, 0.056204, 0.656250
0.156250, 0.843750, 0.146517, 0.656250
0.120192, 0.826923, 0.125665, 0.656250
0.137500, 0.812500, 0.153118, 0.656250
0.156250, 0.843750, 0.146517, 0.656250
0.214844, 0.859375, 0.176112, 0.656250
0.178571, 0.866071, 0.143271, 0.656250
0.193359, 0.835937, 0.185391, 0.656250
0.214844, 0.859375, 0.176112, 0.656250
0.125000, 0.859375, 0.107846, 0.656250
0.120192, 0.826923, 0.125665, 0.656250
0.156250, 0.843750, 0.146517, 0.656250
0.125000, 0.859375, 0.107846, 0.656250
0.178571, 0.866071, 0.143271, 0.656250
0.151442, 0.870192, 0.119770, 0.656250
0.156250, 0.843750, 0.146517, 0.656250
0.178571, 0.866071, 0.143271, 0.656250
0.113636, 0.880682, 0.084278, 0.656250
0.090909, 0.860795, 0.078366, 0.656250
0.125000, 0.859375, 0.107846, 0.656250
0.113636, 0.880682, 0.084278, 0.656250
0.084517, 0.883523, 0.061872, 0.656250
0.090909, 0.860795, 0.078366, 0.656250
0.113636, 0.880682, 0.084278, 0.656250
0.084517, 0.883523, 0.061872, 0.656250
0.058594, 0.882812, 0.043182, 0.656250
0.084517, 0.883523, 0.061872, 0.656250
0.078125, 0.906250, 0.046478, 0.656250
0.058594, 0.882812, 0.043182, 0.656250
0.058594, 0.882812, 0.043182, 0.656250
0.090909, 0.860795, 0.078366, 0.656250
0.084517, 0.883523, 0.061872, 0.656250
0.058594, 0.882812, 0.043182, 0.656250
0.068182, 0.840909, 0.067072, 0.656250
0.094187, 0.833916, 0.095884, 0.656250
0.090909, 0.860795, 0.078366, 0.656250
0.068182, 0.840909, 0.067072, 0.656250
0.021875, 0.803125, 0.026158, 0.656250
0.023437, 0.835937, 0.023725, 0.656250
0.000000, 0.812500, 0.000000, 0.656250
0.021875, 0.803125, 0.026158, 0.656250
0.022727, 0.772727, 0.030795, 0.656250
0.043269, 0.762019, 0.060620, 0.656250
0.045455, 0.795455, 0.056204, 0.656250
0.022727, 0.772727, 0.030795, 0.656250
0.137500, 0.812500, 0.153118, 0.656250
0.114583, 0.791667, 0.141167, 0.656250
0.130917, 0.771542, 0.173270, 0.656250
0.137500, 0.812500, 0.153118, 0.656250
0.064904, 0.783654, 0.083862, 0.656250
0.066964, 0.754464, 0.095804, 0.656250
0.089286, 0.776786, 0.117466, 0.656250
0.064904, 0.783654, 0.083862, 0.656250
0.024038, 0.740385, 0.036153, 0.656250
0.043269, 0.762019, 0.060620, 0.656250
0.022727, 0.772727, 0.030795, 0.656250
0.024038, 0.740385, 0.036153, 0.656250
0.024038, 0.740385, 0.036153, 0.656250
0.044643, 0.732143, 0.068599, 0.656250
0.043269, 0.762019, 0.060620, 0.656250
0.024038, 0.740385, 0.036153, 0.656250
0.085937, 0.742187, 0.127048, 0.656250
0.125000, 0.729167, 0.189692, 0.656250
0.107422, 0.763672, 0.147258, 0.656250
0.085937, 0.742187, 0.127048, 0.656250
0.044643, 0.732143, 0.068599, 0.656250
0.064453, 0.720703, 0.101661, 0.656250
0.066964, 0.754464, 0.095804, 0.656250
0.044643, 0.732143, 0.068599, 0.656250
0.021484, 0.677734, 0.037657, 0.656250
0.000000, 0.687500, 0.000000, 0.656250
0.000000, 0.656250, 0.000000, 0.656250
0.021484, 0.677734, 0.037657, 0.656250
0.066176, 0.691176, 0.112283, 0.656250
0.042969, 0.699219, 0.071814, 0.656250
0.044118, 0.669118, 0.078469, 0.656250
0.066176, 0.691176, 0.112283, 0.656250
0.090278, 0.684028, 0.154294, 0.656250
0.066176, 0.691176, 0.112283, 0.656250
0.067708, 0.661458, 0.121576, 0.656250
0.090278, 0.684028, 0.154294, 0.656250
0.090278, 0.684028, 0.154294, 0.656250
0.104167, 0.706597, 0.168883, 0.656250
0.066176, 0.691176, 0.112283, 0.656250
0.090278, 0.684028, 0.154294, 0.656250
0.064453, 0.720703, 0.101661, 0.656250
0.044643, 0.732143, 0.068599, 0.656250
0.042969, 0.699219, 0.071814, 0.656250
0.064453, 0.720703, 0.101661, 0.656250
0.137500, 0.812500, 0.153118, 0.656250
0.176471, 0.801471, 0.202748, 0.656250
0.171875, 0.828125, 0.174237, 0.656250
0.137500, 0.812500, 0.153118, 0.656250
0.096154, 0.805288, 0.112642, 0.656250
0.114583, 0.791667, 0.141167, 0.656250
0.120192, 0.826923, 0.125665, 0.656250
0.096154, 0.805288, 0.112642, 0.656250
0.154412, 0.779412, 0.195979, 0.656250
0.176471, 0.801471, 0.202748, 0.656250
0.137500, 0.812500, 0.153118, 0.656250
0.154412, 0.779412, 0.195979, 0.656250
0.114583, 0.791667, 0.141167, 0.656250
0.107422, 0.763672, 0.147258, 0.656250
0.130917, 0.771542, 0.173270, 0.656250
0.114583, 0.791667, 0.141167, 0.656250
0.120192, 0.826923, 0.125665, 0.656250
0.114583, 0.791667, 0.141167, 0.656250
0.137500, 0.812500, 0.153118, 0.656250
0.120192, 0.826923, 0.125665, 0.656250
0.096154, 0.805288, 0.112642, 0.656250
0.089286, 0.776786, 0.117466, 0.656250
0.114583, 0.791667, 0.141167, 0.656250
0.096154, 0.805288, 0.112642, 0.656250
0.145833, 0.751736, 0.204996, 0.656250
0.153125, 0.715625, 0.237814, 0.656250
0.187500, 0.732143, 0.273117, 0.656250
0.145833, 0.751736, 0.204996, 0.656250
0.058594, 0.882812, 0.043182, 0.656250
0.068182, 0.840909, 0.067072, 0.656250
0.090909, 0.860795, 0.078366, 0.656250
0.058594, 0.882812, 0.043182, 0.656250
0.064904, 0.783654, 0.083862, 0.656250
0.089286, 0.776786, 0.117466, 0.656250
0.096154, 0.805288, 0.112642, 0.656250
0.064904, 0.783654, 0.083862, 0.656250
0.045455, 0.795455, 0.056204, 0.656250
0.064904, 0.783654, 0.083862, 0.656250
0.068182, 0.818182, 0.075588, 0.656250
0.045455, 0.795455, 0.056204, 0.656250
0.021875, 0.803125, 0.026158, 0.656250
0.045455, 0.795455, 0.056204, 0.656250
0.045455, 0.821023, 0.049894, 0.656250
0.021875, 0.803125, 0.026158, 0.656250
0.021875, 0.803125, 0.026158, 0.656250
0.022727, 0.772727, 0.030795, 0.656250
0.045455, 0.795455, 0.056204, 0.656250
0.021875, 0.803125, 0.026158, 0.656250
0.043269, 0.762019, 0.060620, 0.656250
0.066964, 0.754464, 0.095804, 0.656250
0.064904, 0.783654, 0.083862, 0.656250
0.043269, 0.762019, 0.060620, 0.656250
0.089286, 0.776786, 0.117466, 0.656250
0.107422, 0.763672, 0.147258, 0.656250
0.114583, 0.791667, 0.141167, 0.656250
0.089286, 0.776786, 0.117466, 0.656250
0.068182, 0.818182, 0.075588, 0.656250
0.064904, 0.783654, 0.083862, 0.656250
0.096154, 0.805288, 0.112642, 0.656250
0.068182, 0.818182, 0.075588, 0.656250
0.066964, 0.754464, 0.095804, 0.656250
0.085937, 0.742187, 0.127048, 0.656250
0.089286, 0.776786, 0.117466, 0.656250
0.066964, 0.754464, 0.095804, 0.656250
0.023437, 0.835937, 0.023725, 0.656250
0.039062, 0.859375, 0.034411, 0.656250
0.000000, 0.843750, 0.000000, 0.656250
0.023437, 0.835937, 0.023725, 0.656250
0.068182, 0.840909, 0.067072, 0.656250
0.058594, 0.882812, 0.043182, 0.656250
0.039062, 0.859375, 0.034411, 0.656250
0.068182, 0.840909, 0.067072, 0.656250
0.068182, 0.818182, 0.075588, 0.656250
0.068182, 0.840909, 0.067072, 0.656250
0.045455, 0.821023, 0.049894, 0.656250
0.068182, 0.818182, 0.075588, 0.656250
0.045455, 0.795455, 0.056204, 0.656250
0.068182, 0.818182, 0.075588, 0.656250
0.045455, 0.821023, 0.049894, 0.656250
0.045455, 0.795455, 0.056204, 0.656250
0.096154, 0.805288, 0.112642, 0.656250
0.094187, 0.833916, 0.095884, 0.656250
0.068182, 0.818182, 0.075588, 0.656250
0.096154, 0.805288, 0.112642, 0.656250
0.094187, 0.833916, 0.095884, 0.656250
0.120192, 0.826923, 0.125665, 0.656250
0.125000, 0.859375, 0.107846, 0.656250
0.094187, 0.833916, 0.095884, 0.656250
0.068182, 0.818182, 0.075588, 0.656250
0.094187, 0.833916, 0.095884, 0.656250
0.068182, 0.840909, 0.067072, 0.656250
0.068182, 0.818182, 0.075588, 0.656250
0.096154, 0.805288, 0.112642, 0.656250
0.120192, 0.826923, 0.125665, 0.656250
0.094187, 0.833916, 0.095884, 0.656250
0.096154, 0.805288, 0.112642, 0.656250
0.078125, 0.906250, 0.046478, 0.656250
0.062500, 0.937500, 0.024807, 0.656250
0.041667, 0.916667, 0.022058, 0.656250
0.078125, 0.906250, 0.046478, 0.656250
0.000000, 0.812500, 0.000000, 0.656250
0.000000, 0.781250, 0.000000, 0.656250
0.021875, 0.803125, 0.026158, 0.656250
0.000000, 0.812500, 0.000000, 0.656250
0.111607, 0.955357, 0.031580, 0.656250
0.133929, 0.977679, 0.018801, 0.656250
0.104167, 0.979167, 0.013762, 0.656250
0.111607, 0.955357, 0.031580, 0.656250
0.021875, 0.803125, 0.026158, 0.656250
0.000000, 0.781250, 0.000000, 0.656250
0.022727, 0.772727, 0.030795, 0.656250
0.021875, 0.803125, 0.026158, 0.656250
0.173077, 0.891827, 0.113874, 0.656250
0.136364, 0.900568, 0.084083, 0.656250
0.151442, 0.870192, 0.119770, 0.656250
0.173077, 0.891827, 0.113874, 0.656250
0.208333, 0.953125, 0.058684, 0.656250
0.196875, 0.978125, 0.026124, 0.656250
0.175000, 0.956250, 0.047194, 0.656250
